,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100,horsepower-binned,fuel-type-diesel,fuel-type-gas,std,turbo
0,3,,alfa-romero,two,convertible,rwd,front,88.6,0.8111484863046613,0.8865836791147994,48.8,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111.0,5000,21,27,16500,11.19047619047619,8.703703703703704,Low,False,True,True,False
1,1,,alfa-romero,two,hatchback,rwd,front,94.5,0.8226814031715521,0.9059474412171508,52.4,2823,ohcv,six,152,mpfi,2.68,3.47,9.0,154.0,5000,19,26,16500,12.368421052631579,9.038461538461538,Medium,False,True,True,False
2,2,164,audi,four,sedan,fwd,front,99.8,0.8486304661220567,0.9156293222683265,54.3,2337,ohc,four,109,mpfi,3.19,3.40,10.0,102.0,5500,24,30,13950,9.791666666666666,7.833333333333333,Low,False,True,True,False
3,2,164,audi,four,sedan,4wd,front,99.4,0.8486304661220567,0.9183955739972338,54.3,2824,ohc,five,136,mpfi,3.19,3.40,8.0,115.0,5500,18,22,17450,13.055555555555555,10.681818181818182,Low,False,True,True,False
4,2,,audi,two,sedan,fwd,front,99.8,0.8519942335415667,0.91701244813278,53.1,2507,ohc,five,136,mpfi,3.19,3.40,8.5,110.0,5500,19,25,15250,12.368421052631579,9.4,Low,False,True,True,False
5,1,158,audi,four,sedan,fwd,front,105.8,0.9259971167707832,0.9875518672199172,55.7,2844,ohc,five,136,mpfi,3.19,3.40,8.5,110.0,5500,19,25,17710,12.368421052631579,9.4,Low,False,True,True,False
6,1,,audi,four,wagon,fwd,front,105.8,0.9259971167707832,0.9875518672199172,55.7,2954,ohc,five,136,mpfi,3.19,3.40,8.5,110.0,5500,19,25,18920,12.368421052631579,9.4,Low,False,True,True,False
7,1,158,audi,four,sedan,fwd,front,105.8,0.9259971167707832,0.9875518672199172,55.9,3086,ohc,five,131,mpfi,3.13,3.40,8.3,140.0,5500,17,20,23875,13.823529411764707,11.75,Medium,False,True,False,True
8,0,,audi,two,hatchback,4wd,front,99.5,0.8563190773666506,0.9391424619640388,52.0,3053,ohc,five,131,mpfi,3.13,3.40,7.0,160.0,5500,16,22,,14.6875,10.681818181818182,Medium,False,True,False,True
9,2,192,bmw,two,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,54.3,2395,ohc,four,108,mpfi,3.50,2.80,8.8,101.0,5800,23,29,16430,10.217391304347826,8.10344827586207,Low,False,True,True,False
10,0,192,bmw,four,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,54.3,2395,ohc,four,108,mpfi,3.50,2.80,8.8,101.0,5800,23,29,16925,10.217391304347826,8.10344827586207,Low,False,True,True,False
11,0,188,bmw,two,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,54.3,2710,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250,21,28,20970,11.19047619047619,8.392857142857142,Low,False,True,True,False
12,0,188,bmw,four,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,54.3,2765,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250,21,28,21105,11.19047619047619,8.392857142857142,Low,False,True,True,False
13,1,,bmw,four,sedan,rwd,front,103.5,0.9082172032676598,0.9253112033195022,55.7,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250,20,25,24565,11.75,9.4,Low,False,True,True,False
14,0,,bmw,four,sedan,rwd,front,103.5,0.9082172032676598,0.9253112033195022,55.7,3230,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400,16,22,30760,14.6875,10.681818181818182,Medium,False,True,True,False
15,0,,bmw,two,sedan,rwd,front,103.5,0.9312830370014417,0.9391424619640388,53.7,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400,16,22,41315,14.6875,10.681818181818182,Medium,False,True,True,False
16,0,,bmw,four,sedan,rwd,front,110.0,0.9466602594906295,0.9806362378976488,56.3,3505,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400,15,20,36880,15.666666666666666,11.75,Medium,False,True,True,False
17,2,121,chevrolet,two,hatchback,fwd,front,88.4,0.6780394041326285,0.8340248962655602,53.2,1488,l,three,61,2bbl,2.91,3.03,9.5,48.0,5100,47,53,5151,5.0,4.433962264150943,Low,False,True,True,False
18,1,98,chevrolet,two,hatchback,fwd,front,94.5,0.7491590581451226,0.8796680497925312,52.0,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400,38,43,6295,6.184210526315789,5.465116279069767,Low,False,True,True,False
19,0,81,chevrolet,four,sedan,fwd,front,94.5,0.7630946660259491,0.8796680497925312,52.0,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400,38,43,6575,6.184210526315789,5.465116279069767,Low,False,True,True,False
20,1,118,dodge,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,50.8,1876,ohc,four,90,2bbl,2.97,3.23,9.41,68.0,5500,37,41,5572,6.351351351351352,5.7317073170731705,Low,False,True,True,False
21,1,118,dodge,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,50.8,1876,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,38,6377,7.580645161290323,6.184210526315789,Low,False,True,True,False
22,1,118,dodge,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,50.8,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,5500,24,30,7957,9.791666666666666,7.833333333333333,Low,False,True,False,True
23,1,148,dodge,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,38,6229,7.580645161290323,6.184210526315789,Low,False,True,True,False
24,1,148,dodge,four,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,50.6,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,38,6692,7.580645161290323,6.184210526315789,Low,False,True,True,False
25,1,148,dodge,four,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,50.6,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,38,7609,7.580645161290323,6.184210526315789,Low,False,True,True,False
26,1,148,dodge,,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,50.6,2191,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,5500,24,30,8558,9.791666666666666,7.833333333333333,Low,False,True,False,True
27,-1,110,dodge,four,wagon,fwd,front,103.3,0.8390197020663143,0.8934993084370677,59.8,2535,ohc,four,122,2bbl,3.34,3.46,8.5,88.0,5000,24,30,8921,9.791666666666666,7.833333333333333,Low,False,True,True,False
28,3,145,dodge,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,50.2,2811,ohc,four,156,mfi,3.60,3.90,7.0,145.0,5000,19,24,12964,12.368421052631579,9.791666666666666,Medium,False,True,False,True
29,2,137,honda,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8838174273858921,50.8,1713,ohc,four,92,1bbl,2.91,3.41,9.6,58.0,4800,49,54,6479,4.795918367346939,4.351851851851852,Low,False,True,True,False
30,2,137,honda,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8838174273858921,50.8,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000,31,38,6855,7.580645161290323,6.184210526315789,Low,False,True,True,False
31,1,101,honda,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,52.6,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60.0,5500,38,42,5399,6.184210526315789,5.595238095238095,Low,False,True,True,False
32,1,101,honda,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,52.6,1940,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000,30,34,6529,7.833333333333333,6.911764705882353,Low,False,True,True,False
33,1,101,honda,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,52.6,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000,30,34,7129,7.833333333333333,6.911764705882353,Low,False,True,True,False
34,0,110,honda,four,sedan,fwd,front,96.5,0.7851994233541567,0.8852005532503459,54.5,2010,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000,30,34,7295,7.833333333333333,6.911764705882353,Low,False,True,True,False
35,0,78,honda,four,wagon,fwd,front,96.5,0.754925516578568,0.8838174273858921,58.3,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76.0,6000,30,34,7295,7.833333333333333,6.911764705882353,Low,False,True,True,False
36,0,106,honda,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9017980636237899,53.3,2236,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800,27,33,7895,8.703703703703704,7.121212121212121,Low,False,True,True,False
37,0,106,honda,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9017980636237899,53.3,2289,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800,27,33,9095,8.703703703703704,7.121212121212121,Low,False,True,True,False
38,0,85,honda,four,sedan,fwd,front,96.5,0.8428640076886112,0.9017980636237899,54.1,2304,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800,27,33,8845,8.703703703703704,7.121212121212121,Low,False,True,True,False
39,0,85,honda,four,sedan,fwd,front,96.5,0.8428640076886112,0.8644536652835408,54.1,2372,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800,27,33,10295,8.703703703703704,7.121212121212121,Low,False,True,True,False
40,0,85,honda,four,sedan,fwd,front,96.5,0.8428640076886112,0.9017980636237899,54.1,2465,ohc,four,110,mpfi,3.15,3.58,9.0,101.0,5800,24,28,12945,9.791666666666666,8.392857142857142,Low,False,True,True,False
41,1,107,honda,two,sedan,fwd,front,96.5,0.8125901009130225,0.9128630705394192,51.0,2293,ohc,four,110,2bbl,3.15,3.58,9.1,100.0,5500,25,31,10345,9.4,7.580645161290323,Low,False,True,True,False
42,0,,isuzu,four,sedan,rwd,front,94.3,0.8202787121576165,0.8547717842323651,53.5,2337,ohc,four,111,2bbl,3.31,3.23,8.5,78.0,4800,24,29,6785,9.791666666666666,8.10344827586207,Low,False,True,True,False
43,1,,isuzu,two,sedan,fwd,front,94.5,0.7491590581451226,0.8796680497925312,52.0,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400,38,43,,6.184210526315789,5.465116279069767,Low,False,True,True,False
44,0,,isuzu,four,sedan,fwd,front,94.5,0.7491590581451226,0.8796680497925312,52.0,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400,38,43,,6.184210526315789,5.465116279069767,Low,False,True,True,False
45,2,,isuzu,two,hatchback,rwd,front,96.0,0.8294089380105718,0.9017980636237899,51.4,2734,ohc,four,119,spfi,3.43,3.23,9.2,90.0,5000,24,29,11048,9.791666666666666,8.10344827586207,Low,False,True,True,False
46,0,145,jaguar,four,sedan,rwd,front,113.0,0.9591542527630946,0.962655601659751,52.8,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,4750,15,19,32250,15.666666666666666,12.368421052631579,Medium,False,True,True,False
47,0,,jaguar,four,sedan,rwd,front,113.0,0.9591542527630946,0.962655601659751,52.8,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,4750,15,19,35550,15.666666666666666,12.368421052631579,Medium,False,True,True,False
48,0,,jaguar,two,sedan,rwd,front,102.0,0.921191734742912,0.9764868603042877,47.8,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262.0,5000,13,17,36000,18.076923076923077,13.823529411764707,High,False,True,True,False
49,1,104,mazda,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,54.1,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000,30,31,5195,7.833333333333333,7.580645161290323,Low,False,True,True,False
50,1,104,mazda,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,54.1,1900,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000,31,38,6095,7.580645161290323,6.184210526315789,Low,False,True,True,False
51,1,104,mazda,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,54.1,1905,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000,31,38,6795,7.580645161290323,6.184210526315789,Low,False,True,True,False
52,1,113,mazda,four,sedan,fwd,front,93.1,0.8015377222489188,0.8879668049792532,54.1,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000,31,38,6695,7.580645161290323,6.184210526315789,Low,False,True,True,False
53,1,113,mazda,four,sedan,fwd,front,93.1,0.8015377222489188,0.8879668049792532,54.1,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68.0,5000,31,38,7395,7.580645161290323,6.184210526315789,Low,False,True,True,False
54,3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,49.6,2380,rotor,two,70,4bbl,,,9.4,101.0,6000,17,23,10945,13.823529411764707,10.217391304347826,Low,False,True,True,False
55,3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,49.6,2380,rotor,two,70,4bbl,,,9.4,101.0,6000,17,23,11845,13.823529411764707,10.217391304347826,Low,False,True,True,False
56,3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,49.6,2385,rotor,two,70,4bbl,,,9.4,101.0,6000,17,23,13645,13.823529411764707,10.217391304347826,Low,False,True,True,False
57,3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,49.6,2500,rotor,two,80,mpfi,,,9.4,135.0,6000,16,23,15645,14.6875,10.217391304347826,Medium,False,True,True,False
58,1,129,mazda,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800,26,32,8845,9.038461538461538,7.34375,Low,False,True,True,False
59,0,115,mazda,four,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800,26,32,8495,9.038461538461538,7.34375,Low,False,True,True,False
60,1,129,mazda,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800,26,32,10595,9.038461538461538,7.34375,Low,False,True,True,False
61,0,115,mazda,four,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800,26,32,10245,9.038461538461538,7.34375,Low,False,True,True,False
62,0,,mazda,,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,55.5,2443,ohc,four,122,idi,3.39,3.39,22.7,64.0,4650,36,42,10795,6.527777777777778,5.595238095238095,Low,True,False,True,False
63,0,115,mazda,four,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,55.5,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800,26,32,11245,9.038461538461538,7.34375,Low,False,True,True,False
64,0,118,mazda,four,sedan,rwd,front,104.9,0.8409418548774628,0.9142461964038727,54.4,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120.0,5000,19,27,18280,12.368421052631579,8.703703703703704,Low,False,True,True,False
65,0,,mazda,four,sedan,rwd,front,104.9,0.8409418548774628,0.9142461964038727,54.4,2700,ohc,four,134,idi,3.43,3.64,22.0,72.0,4200,31,39,18344,7.580645161290323,6.0256410256410255,Low,True,False,True,False
66,-1,93,mercedes-benz,four,sedan,rwd,front,110.0,0.9173474291206152,0.9723374827109267,56.5,3515,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350,22,25,25552,10.681818181818182,9.4,Low,True,False,False,True
67,-1,93,mercedes-benz,four,wagon,rwd,front,110.0,0.9173474291206152,0.9723374827109267,58.7,3750,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350,22,25,28248,10.681818181818182,9.4,Low,True,False,False,True
68,0,93,mercedes-benz,two,hardtop,rwd,front,106.7,0.9010091302258529,0.9723374827109267,54.9,3495,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350,22,25,28176,10.681818181818182,9.4,Low,True,False,False,True
69,-1,93,mercedes-benz,four,sedan,rwd,front,115.6,0.9735703988467083,0.991701244813278,56.3,3770,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350,22,25,31600,10.681818181818182,9.4,Low,True,False,False,True
70,-1,,mercedes-benz,four,sedan,rwd,front,115.6,0.9735703988467083,0.991701244813278,56.5,3740,ohcv,eight,234,mpfi,3.46,3.10,8.3,155.0,4750,16,18,34184,14.6875,13.055555555555555,Medium,False,True,True,False
71,3,142,mercedes-benz,two,convertible,rwd,front,96.6,0.8664103796251803,0.9751037344398341,50.8,3685,ohcv,eight,234,mpfi,3.46,3.10,8.3,155.0,4750,16,18,35056,14.6875,13.055555555555555,Medium,False,True,True,False
72,0,,mercedes-benz,four,sedan,rwd,front,120.9,1.0,0.991701244813278,56.7,3900,ohcv,eight,308,mpfi,3.80,3.35,8.0,184.0,4500,14,16,40960,16.785714285714285,14.6875,Medium,False,True,True,False
73,1,,mercedes-benz,two,hardtop,rwd,front,112.0,0.9572320999519461,0.995850622406639,55.4,3715,ohcv,eight,304,mpfi,3.80,3.35,8.0,184.0,4500,14,16,45400,16.785714285714285,14.6875,Medium,False,True,True,False
74,1,,mercury,two,hatchback,rwd,front,102.7,0.857280153772225,0.9405255878284924,54.8,2910,ohc,four,140,mpfi,3.78,3.12,8.0,175.0,5000,19,24,16503,12.368421052631579,9.791666666666666,Medium,False,True,False,True
75,2,161,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8907330567081606,50.8,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500,37,41,5389,6.351351351351352,5.7317073170731705,Low,False,True,True,False
76,2,161,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8907330567081606,50.8,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500,31,38,6189,7.580645161290323,6.184210526315789,Low,False,True,True,False
77,2,161,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8907330567081606,50.8,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500,31,38,6669,7.580645161290323,6.184210526315789,Low,False,True,True,False
78,1,161,mitsubishi,two,hatchback,fwd,front,93.0,0.7558865929841423,0.8824343015214384,50.8,2145,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500,24,30,7689,9.791666666666666,7.833333333333333,Low,False,True,False,True
79,3,153,mitsubishi,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9045643153526972,49.4,2370,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500,23,30,9959,10.217391304347826,7.833333333333333,Low,False,True,False,True
80,3,153,mitsubishi,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9045643153526972,49.4,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000,25,32,8499,9.4,7.34375,Low,False,True,True,False
81,3,,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,50.2,2833,ohc,four,156,spdi,3.58,3.86,7.0,145.0,5000,19,24,12629,12.368421052631579,9.791666666666666,Medium,False,True,False,True
82,3,,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,50.2,2921,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000,19,24,14869,12.368421052631579,9.791666666666666,Medium,False,True,False,True
83,3,,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,50.2,2926,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000,19,24,14489,12.368421052631579,9.791666666666666,Medium,False,True,False,True
84,1,125,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,51.6,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000,25,32,6989,9.4,7.34375,Low,False,True,True,False
85,1,125,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,51.6,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000,25,32,8189,9.4,7.34375,Low,False,True,True,False
86,1,125,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500,23,30,9279,10.217391304347826,7.833333333333333,Low,False,True,False,True
87,-1,137,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500,23,30,9279,10.217391304347826,7.833333333333333,Low,False,True,True,False
88,1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,54.5,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,37,5499,7.580645161290323,6.351351351351352,Low,False,True,True,False
89,1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,54.5,2017,ohc,four,103,idi,2.99,3.47,21.9,55.0,4800,45,50,7099,5.222222222222222,4.7,Low,True,False,True,False
90,1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,54.5,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,37,6649,7.580645161290323,6.351351351351352,Low,False,True,True,False
91,1,122,nissan,four,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,54.5,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,37,6849,7.580645161290323,6.351351351351352,Low,False,True,True,False
92,1,103,nissan,four,wagon,fwd,front,94.5,0.8178760211436809,0.8824343015214384,53.5,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,37,7349,7.580645161290323,6.351351351351352,Low,False,True,True,False
93,1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,54.5,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,37,7299,7.580645161290323,6.351351351351352,Low,False,True,True,False
94,1,128,nissan,two,hatchback,fwd,front,94.5,0.7957712638154734,0.8824343015214384,53.3,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,37,7799,7.580645161290323,6.351351351351352,Low,False,True,True,False
95,1,122,nissan,four,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,54.5,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,37,7499,7.580645161290323,6.351351351351352,Low,False,True,True,False
96,1,103,nissan,four,wagon,fwd,front,94.5,0.8178760211436809,0.8824343015214384,53.5,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,37,7999,7.580645161290323,6.351351351351352,Low,False,True,True,False
97,2,168,nissan,two,hardtop,fwd,front,95.1,0.7803940413262855,0.8824343015214384,53.3,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200,31,37,8249,7.580645161290323,6.351351351351352,Low,False,True,True,False
98,0,106,nissan,four,hatchback,fwd,front,97.2,0.8332532436328689,0.9017980636237899,54.7,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97.0,5200,27,34,8949,8.703703703703704,6.911764705882353,Low,False,True,True,False
99,0,106,nissan,four,sedan,fwd,front,97.2,0.8332532436328689,0.9017980636237899,54.7,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97.0,5200,27,34,9549,8.703703703703704,6.911764705882353,Low,False,True,True,False
100,0,128,nissan,four,sedan,fwd,front,100.4,0.8731379144641999,0.9197786998616875,55.1,3095,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200,17,22,13499,13.823529411764707,10.681818181818182,Medium,False,True,True,False
