,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100,horsepower-binned,fuel-type-diesel,fuel-type-gas,std,turbo
101,0,108,nissan,four,wagon,fwd,front,100.4,0.8870735223450265,0.9197786998616875,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200,17,22,14399,13.823529411764707,10.681818181818182,Medium,False,True,True,False
102,0,108,nissan,four,sedan,fwd,front,100.4,0.8870735223450265,0.9197786998616875,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200,19,25,13499,12.368421052631579,9.4,Medium,False,True,True,False
103,3,194,nissan,two,hatchback,rwd,front,91.3,0.8202787121576165,0.9391424619640388,49.7,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200,19,25,17199,12.368421052631579,9.4,Medium,False,True,True,False
104,3,194,nissan,two,hatchback,rwd,front,91.3,0.8202787121576165,0.9391424619640388,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200.0,5200,17,23,19699,13.823529411764707,10.217391304347826,Medium,False,True,False,True
105,1,231,nissan,two,hatchback,rwd,front,99.2,0.857760691975012,0.9391424619640388,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200,19,25,18399,12.368421052631579,9.4,Medium,False,True,True,False
106,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000,19,24,11900,12.368421052631579,9.791666666666666,Low,False,True,True,False
107,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,56.7,3197,l,four,152,idi,3.70,3.52,21.0,95.0,4150,28,33,13200,8.392857142857142,7.121212121212121,Low,True,False,False,True
108,0,,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000,19,24,12440,12.368421052631579,9.791666666666666,Low,False,True,True,False
109,0,,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,58.7,3430,l,four,152,idi,3.70,3.52,21.0,95.0,4150,25,25,13860,9.4,9.4,Low,True,False,False,True
110,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000,19,24,15580,12.368421052631579,9.791666666666666,Low,False,True,True,False
111,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,56.7,3252,l,four,152,idi,3.70,3.52,21.0,95.0,4150,28,33,16900,8.392857142857142,7.121212121212121,Low,True,False,False,True
112,0,,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000,19,24,16695,12.368421052631579,9.791666666666666,Low,False,True,True,False
113,0,,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,58.7,3485,l,four,152,idi,3.70,3.52,21.0,95.0,4150,25,25,17075,9.4,9.4,Low,True,False,False,True
114,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000,19,24,16630,12.368421052631579,9.791666666666666,Low,False,True,True,False
115,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,56.7,3252,l,four,152,idi,3.70,3.52,21.0,95.0,4150,28,33,17950,8.392857142857142,7.121212121212121,Low,True,False,False,True
116,0,161,peugot,four,sedan,rwd,front,108.0,0.897164824603556,0.9446749654218534,56.0,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600,18,24,18150,13.055555555555555,9.791666666666666,Medium,False,True,False,True
117,1,119,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,37,41,5572,6.351351351351352,5.7317073170731705,Low,False,True,True,False
118,1,119,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500,24,30,7957,9.791666666666666,7.833333333333333,Low,False,True,False,True
119,1,154,plymouth,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,38,6229,7.580645161290323,6.184210526315789,Low,False,True,True,False
120,1,154,plymouth,four,sedan,fwd,front,93.7,0.8039404132628545,0.8824343015214384,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500,31,38,6692,7.580645161290323,6.184210526315789,Low,False,True,True,False
121,1,154,plymouth,four,sedan,fwd,front,93.7,0.8039404132628545,0.8824343015214384,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500,31,38,7609,7.580645161290323,6.184210526315789,Low,False,True,True,False
122,-1,74,plymouth,four,wagon,fwd,front,103.3,0.8390197020663143,0.8934993084370677,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000,24,30,8921,9.791666666666666,7.833333333333333,Low,False,True,True,False
123,3,,plymouth,two,hatchback,rwd,front,95.9,0.8322921672272945,0.91701244813278,50.2,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000,19,24,12764,12.368421052631579,9.791666666666666,Medium,False,True,False,True
124,3,186,porsche,two,hatchback,rwd,front,94.5,0.8116290245074483,0.9446749654218534,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500,19,27,22018,12.368421052631579,8.703703703703704,Medium,False,True,True,False
125,3,,porsche,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,51.6,2756,ohcf,six,194,mpfi,3.74,2.90,9.5,207.0,5900,17,25,32528,13.823529411764707,9.4,Medium,False,True,True,False
126,3,,porsche,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,51.6,2756,ohcf,six,194,mpfi,3.74,2.90,9.5,207.0,5900,17,25,34028,13.823529411764707,9.4,Medium,False,True,True,False
127,3,,porsche,two,convertible,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,51.6,2800,ohcf,six,194,mpfi,3.74,2.90,9.5,207.0,5900,17,25,37028,13.823529411764707,9.4,Medium,False,True,True,False
128,1,,porsche,two,hatchback,rwd,front,98.4,0.8443056222969726,1.0,50.5,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288.0,5750,17,28,,13.823529411764707,8.392857142857142,High,False,True,True,False
129,0,,renault,four,wagon,fwd,front,96.1,0.8721768380586257,0.9197786998616875,55.2,2579,ohc,four,132,mpfi,3.46,3.90,8.7,,,23,31,9295,10.217391304347826,7.580645161290323,,False,True,True,False
130,2,,renault,two,hatchback,fwd,front,96.1,0.849591542527631,0.921161825726141,50.5,2460,ohc,four,132,mpfi,3.46,3.90,8.7,,,23,31,9895,10.217391304347826,7.580645161290323,,False,True,True,False
131,3,150,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616875,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250,21,28,11850,11.19047619047619,8.392857142857142,Low,False,True,True,False
132,2,104,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250,21,28,12170,11.19047619047619,8.392857142857142,Low,False,True,True,False
133,3,150,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616875,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250,21,28,15040,11.19047619047619,8.392857142857142,Low,False,True,True,False
134,2,104,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250,21,28,15510,11.19047619047619,8.392857142857142,Low,False,True,True,False
135,3,150,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616875,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500,19,26,18150,12.368421052631579,9.038461538461538,Medium,False,True,False,True
136,2,104,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500,19,26,18620,12.368421052631579,9.038461538461538,Medium,False,True,False,True
137,2,83,subaru,two,hatchback,fwd,front,93.7,0.7539644401729938,0.8769017980636238,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900,31,36,5118,7.580645161290323,6.527777777777778,Low,False,True,True,False
138,2,83,subaru,two,hatchback,fwd,front,93.7,0.758769822200865,0.8796680497925312,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400,26,31,7053,9.038461538461538,7.580645161290323,Low,False,True,True,False
139,2,83,subaru,two,hatchback,4wd,front,93.3,0.7558865929841423,0.8824343015214384,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400,26,31,7603,9.038461538461538,7.580645161290323,Low,False,True,True,False
140,0,102,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800,32,37,7126,7.34375,6.351351351351352,Low,False,True,True,False
141,0,102,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400,28,33,7775,8.392857142857142,7.121212121212121,Low,False,True,True,False
142,0,102,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200,26,32,9960,9.038461538461538,7.34375,Low,False,True,True,False
143,0,102,subaru,four,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800,24,25,9233,9.791666666666666,9.4,Low,False,True,True,False
144,0,102,subaru,four,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800,24,29,11259,9.791666666666666,8.10344827586207,Low,False,True,False,True
145,0,89,subaru,four,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800,28,32,7463,8.392857142857142,7.34375,Low,False,True,True,False
146,0,89,subaru,four,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200,25,31,10198,9.4,7.580645161290323,Low,False,True,True,False
147,0,85,subaru,four,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800,23,29,8013,10.217391304347826,8.10344827586207,Low,False,True,True,False
148,0,85,subaru,four,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800,23,23,11694,10.217391304347826,10.217391304347826,Low,False,True,False,True
149,1,87,toyota,two,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,35,39,5348,6.714285714285714,6.0256410256410255,Low,False,True,True,False
150,1,87,toyota,two,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,31,38,6338,7.580645161290323,6.184210526315789,Low,False,True,True,False
151,1,74,toyota,four,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,31,38,6488,7.580645161290323,6.184210526315789,Low,False,True,True,False
152,0,77,toyota,four,wagon,fwd,front,95.7,0.8154733301297453,0.8796680497925312,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,31,37,6918,7.580645161290323,6.351351351351352,Low,False,True,True,False
153,0,81,toyota,four,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,27,32,7898,8.703703703703704,7.34375,Low,False,True,True,False
154,0,91,toyota,four,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800,27,32,8778,8.703703703703704,7.34375,Low,False,True,True,False
155,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,30,37,6938,7.833333333333333,6.351351351351352,Low,False,True,True,False
156,0,91,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,30,37,7198,7.833333333333333,6.351351351351352,Low,False,True,True,False
157,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500,34,36,7898,6.911764705882353,6.527777777777778,Low,True,False,True,False
158,0,91,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500,38,47,7788,6.184210526315789,5.0,Low,True,False,True,False
159,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,38,47,7738,6.184210526315789,5.0,Low,False,True,True,False
160,0,91,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,28,34,8358,8.392857142857142,6.911764705882353,Low,False,True,True,False
161,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,28,34,9258,8.392857142857142,6.911764705882353,Low,False,True,True,False
162,1,168,toyota,two,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,29,34,8058,8.10344827586207,6.911764705882353,Low,False,True,True,False
163,1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800,29,34,8238,8.10344827586207,6.911764705882353,Low,False,True,True,False
164,1,168,toyota,two,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600,26,29,9298,9.038461538461538,8.10344827586207,Low,False,True,True,False
165,1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600,26,29,9538,9.038461538461538,8.10344827586207,Low,False,True,True,False
166,2,134,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,52.0,2540,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,8449,9.791666666666666,7.833333333333333,Low,False,True,True,False
167,2,134,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,52.0,2536,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,9639,9.791666666666666,7.833333333333333,Low,False,True,True,False
168,2,134,toyota,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,52.0,2551,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,9989,9.791666666666666,7.833333333333333,Low,False,True,True,False
169,2,134,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,52.0,2679,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,11199,9.791666666666666,7.833333333333333,Low,False,True,True,False
170,2,134,toyota,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,52.0,2714,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,11549,9.791666666666666,7.833333333333333,Low,False,True,True,False
171,2,134,toyota,two,convertible,rwd,front,98.4,0.8467083133109082,0.9073305670816044,53.0,2975,ohc,four,146,mpfi,3.62,3.50,9.3,116.0,4800,24,30,17669,9.791666666666666,7.833333333333333,Low,False,True,True,False
172,-1,65,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,29,34,8948,8.10344827586207,6.911764705882353,Low,False,True,True,False
173,-1,65,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500,30,33,10698,7.833333333333333,7.121212121212121,Low,True,False,False,True
174,-1,65,toyota,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616875,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,27,32,9988,8.703703703703704,7.34375,Low,False,True,True,False
175,-1,65,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,27,32,10898,8.703703703703704,7.34375,Low,False,True,True,False
176,-1,65,toyota,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616875,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200,27,32,11248,8.703703703703704,7.34375,Low,False,True,True,False
177,3,197,toyota,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351315,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200,20,24,16558,11.75,9.791666666666666,Medium,False,True,True,False
178,3,197,toyota,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351315,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200,19,24,15998,12.368421052631579,9.791666666666666,Medium,False,True,True,False
179,-1,90,toyota,four,sedan,rwd,front,104.5,0.9024507448342144,0.9197786998616875,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200,20,24,15690,11.75,9.791666666666666,Medium,False,True,True,False
180,-1,,toyota,four,wagon,rwd,front,104.5,0.9024507448342144,0.9197786998616875,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200,19,24,15750,12.368421052631579,9.791666666666666,Medium,False,True,True,False
181,2,122,volkswagen,two,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2261,ohc,four,97,idi,3.01,3.40,23.0,52.0,4800,37,46,7775,6.351351351351352,5.108695652173913,Low,True,False,True,False
182,2,122,volkswagen,two,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2209,ohc,four,109,mpfi,3.19,3.40,9.0,85.0,5250,27,34,7975,8.703703703703704,6.911764705882353,Low,False,True,True,False
183,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2264,ohc,four,97,idi,3.01,3.40,23.0,52.0,4800,37,46,7995,6.351351351351352,5.108695652173913,Low,True,False,True,False
184,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2212,ohc,four,109,mpfi,3.19,3.40,9.0,85.0,5250,27,34,8195,8.703703703703704,6.911764705882353,Low,False,True,True,False
185,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2275,ohc,four,109,mpfi,3.19,3.40,9.0,85.0,5250,27,34,8495,8.703703703703704,6.911764705882353,Low,False,True,True,False
186,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2319,ohc,four,97,idi,3.01,3.40,23.0,68.0,4500,37,42,9495,6.351351351351352,5.595238095238095,Low,True,False,False,True
187,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2300,ohc,four,109,mpfi,3.19,3.40,10.0,100.0,5500,26,32,9995,9.038461538461538,7.34375,Low,False,True,True,False
188,3,,volkswagen,two,convertible,fwd,front,94.5,0.7654973570398848,0.8879668049792532,55.6,2254,ohc,four,109,mpfi,3.19,3.40,8.5,90.0,5500,24,29,11595,9.791666666666666,8.10344827586207,Low,False,True,True,False
189,3,256,volkswagen,two,hatchback,fwd,front,94.5,0.7962518020182604,0.8852005532503459,51.4,2221,ohc,four,109,mpfi,3.19,3.40,8.5,90.0,5500,24,29,9980,9.791666666666666,8.10344827586207,Low,False,True,True,False
190,0,,volkswagen,four,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,55.1,2661,ohc,five,136,mpfi,3.19,3.40,8.5,110.0,5500,19,24,13295,12.368421052631579,9.791666666666666,Low,False,True,True,False
191,0,,volkswagen,four,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,55.1,2579,ohc,four,97,idi,3.01,3.40,23.0,68.0,4500,33,38,13845,7.121212121212121,6.184210526315789,Low,True,False,False,True
192,0,,volkswagen,four,wagon,fwd,front,100.4,0.8798654493032196,0.9253112033195022,55.1,2563,ohc,four,109,mpfi,3.19,3.40,9.0,88.0,5500,25,31,12290,9.4,7.580645161290323,Low,False,True,True,False
193,-2,103,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,23,28,12940,10.217391304347826,8.392857142857142,Low,False,True,True,False
194,-1,74,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,23,28,13415,10.217391304347826,8.392857142857142,Low,False,True,True,False
195,-2,103,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,24,28,15985,9.791666666666666,8.392857142857142,Low,False,True,True,False
196,-1,74,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,24,28,16515,9.791666666666666,8.392857142857142,Low,False,True,True,False
197,-2,103,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100,17,22,18420,13.823529411764707,10.681818181818182,Medium,False,True,False,True
198,-1,74,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100,17,22,18950,13.823529411764707,10.681818181818182,Medium,False,True,False,True
199,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,23,28,16845,10.217391304347826,8.392857142857142,Low,False,True,True,False
200,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9515905947441217,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300,19,25,19045,12.368421052631579,9.4,Medium,False,True,False,True
201,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500,18,23,21485,13.055555555555555,10.217391304347826,Medium,False,True,True,False
202,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,55.5,3217,ohc,six,145,idi,3.01,3.40,23.0,106.0,4800,26,27,22470,9.038461538461538,8.703703703703704,Low,True,False,False,True
203,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400,19,25,22625,12.368421052631579,9.4,Low,False,True,False,True
